Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,D8,D9,TD,C1
BRAKE-223,Air spring isolate cock bogie2 isolated,1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 027,,,,,,,,,,
BRAKE-224,Air spring isolate cock isolated,1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 028,,,,,,,,,,
BRAKE-225,Brake isolate cock B05 isolated,1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 017,,,,,,,,,,
BRAKE-226,Brake pipe isolate cock No.1 end operated open,1,Tc1,~BR 021,,,,,,,,,,
BRAKE-227,Brake pipe isolate cock No.2 end operated open,1,Tc2,~BR 022,,,,,,,,,,
BRAKE-228,Parking brake isolate cock isolated,1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 023,,,,,,,,,,
BRAKE-229,Main Compressor MCB Trip,2,"MW1, MW2",BR 042,,,,,,,,,,
BRAKE-231,MR isolate cock No.1 end isolated,1,"Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 019,,,,,,,,,,
BRAKE-232,MR isolate cock No.2 end isolated,1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2",BR 020,,,,,,,,,,
BRAKE-233,Brake pipe isolate cock No.1 end isolated,1,"Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 021,,,,,,,,,,
BRAKE-234,Brake pipe isolate cock No.2 end isolated,1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2",BR 022,,,,,,,,,,
BRAKE-300,EBCU transmission fault (CS1/2-1),1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 100,CAB 900,,,,,,,,,
BRAKE-301,0100_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 170,,,,,,,,,,
BRAKE-302,0310_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 171,,,,,,,,,,
BRAKE-303,0410_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 172,,,,,,,,,,
BRAKE-304,0510_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 173,,,,,,,,,,
BRAKE-305,0300_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 174,,,,,,,,,,
BRAKE-306,0301_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 175,,,,,,,,,,
BRAKE-307,0110_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 176,,,,,,,,,,
BRAKE-308,0411_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 177,,,,,,,,,,
BRAKE-309,0511_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 178,,,,,,,,,,
BRAKE-310,0610_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 179,,,,,,,,,,
BRAKE-311,0710_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 180,,,,,,,,,,
BRAKE-312,0800_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 181,,,,,,,,,,
BRAKE-313,0400_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 182,,,,,,,,,,
BRAKE-314,0401_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 183,,,,,,,,,,
BRAKE-315,0111_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 184,,,,,,,,,,
BRAKE-316,0311_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 185,,,,,,,,,,
BRAKE-317,0500_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 186,,,,,,,,,,
BRAKE-318,0501_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 187,,,,,,,,,,
BRAKE-319,0512_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 188,,,,,,,,,,
BRAKE-320,0312_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 189,,,,,,,,,,
BRAKE-321,0600_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 190,,,,,,,,,,
BRAKE-322,0601_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 191,,,,,,,,,,
BRAKE-323,0700_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 192,,,,,,,,,,
BRAKE-324,0701_EBCU failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 193,,,,,,,,,,
BRAKE-325,0800_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 194,,,,,,,,,,
BRAKE-326,0801_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 195,,,,,,,,,,
BRAKE-327,1300_BCU EP converter failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 196,,,,,,,,,,
BRAKE-328,1301_BCU EP converter failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 197,,,,,,,,,,
BRAKE-329,1302_Towing unit EP converter failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 198,,,,,,,,,,
BRAKE-330,1303_Towing unit EP converter failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 199,,,,,,,,,,
BRAKE-331,1304_BCU Cv pressure failure bogie 1,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 200,,,,,,,,,,
BRAKE-332,1305_BCU Cv pressure failure bogie 1,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 201,,,,,,,,,,
BRAKE-333,1306_MP pressure diagonsis fail,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 202,,,,,,,,,,
BRAKE-334,1307_Towing unit Cv pressure failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 203,,,,,,,,,,
BRAKE-335,1308_Towing unit pressure diagonsis fail,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 204,,,,,,,,,,
BRAKE-336,1400_BCU EP converter failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 205,,,,,,,,,,
BRAKE-337,1401_BCU EP converter failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 206,,,,,,,,,,
BRAKE-338,1402_BCU Cv pressure failure bogie 2,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 207,,,,,,,,,,
BRAKE-339,1403_BCU Cv pressure failure bogie 2,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 208,,,,,,,,,,
BRAKE-340,1404_T pressure failure bogie 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 209,,,,,,,,,,
BRAKE-341,1405_R pressure failure bogie 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 210,,,,,,,,,,
BRAKE-342,1500_STV diagonsis failure bogie 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 211,,,,,,,,,,
BRAKE-343,1501_STV diagonsis failure bogie 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 212,,,,,,,,,,
BRAKE-344,1502_T pressure failure bogie 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 213,,,,,,,,,,
BRAKE-345,1503_R pressure failure bogie 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 214,,,,,,,,,,
BRAKE-346,1504_WSP failure axle 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 215,,,,,,,,,,
BRAKE-347,1505_WSP failure axle 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 216,,,,,,,,,,
BRAKE-348,1506_WSP failure axle 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 217,,,,,,,,,,
BRAKE-349,1507_WSP failure axle 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 218,,,,,,,,,,
BRAKE-350,1508_WSP failure axle 3,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 219,,,,,,,,,,
BRAKE-351,1509_WSP failure axle 3,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 220,,,,,,,,,,
BRAKE-352,1510_WSP failure axle 4,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 221,,,,,,,,,,
BRAKE-353,1511_WSP failure axle 4,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 222,,,,,,,,,,
BRAKE-354,1512_WSP failure bogie 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 223,,,,,,,,,,
BRAKE-355,1513_WSP failure bogie 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 224,,,,,,,,,,
BRAKE-356,1600_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 225,,,,,,,,,,
BRAKE-357,1601_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 226,,,,,,,,,,
BRAKE-358,1602_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 227,,,,,,,,,,
BRAKE-359,1603_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 228,,,,,,,,,,
BRAKE-360,1604_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 229,,,,,,,,,,
BRAKE-361,1605_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 230,,,,,,,,,,
BRAKE-362,1606_EBCU failure,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 231,,,,,,,,,,
BRAKE-364,1801_ED data not available,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 233,,,,,,,,,,
BRAKE-365,2500_speed sensor failure axle 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 234,,,,,,,,,,
BRAKE-366,2501_speed sensor failure axle 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 235,,,,,,,,,,
BRAKE-367,2502_speed sensor failure axle 3,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 236,,,,,,,,,,
BRAKE-368,2503_speed sensor failure axle 4,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 237,,,,,,,,,,
BRAKE-369,2504_speed sensor failure axle 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 238,,,,,,,,,,
BRAKE-370,2505_speed sensor failure axle 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 239,,,,,,,,,,
BRAKE-371,2506_speed sensor failure axle 3,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 240,,,,,,,,,,
BRAKE-372,2507_speed sensor failure axle 4,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 241,,,,,,,,,,
BRAKE-373,2508_WSP failure axle 1,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 242,,,,,,,,,,
BRAKE-374,2509_WSP failure axle 2,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 243,,,,,,,,,,
BRAKE-375,2510_WSP failure axle 3 ,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 244,,,,,,,,,,
BRAKE-376,2511_WSP failure axle 4,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 245,,,,,,,,,,
BRAKE-377,2512_WSP failure axle 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 246,,,,,,,,,,
BRAKE-378,2513_WSP failure axle 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 247,,,,,,,,,,
BRAKE-379,2514_WSP failure axle 3,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 248,,,,,,,,,,
BRAKE-380,2515_WSP failure axle 4,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 249,,,,,,,,,,
BRAKE-381,2516_speed sensor failure all axle ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 250,,,,,,,,,,
BRAKE-382,3300_Cv pressure failure bogie 1 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 251,,,,,,,,,,
BRAKE-383,3400_Cv pressure failure bogie 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 252,,,,,,,,,,
BRAKE-384,3301_Cv control failure bogie 1 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 253,,,,,,,,,,
BRAKE-385,3401_Cv control failure bogie 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 254,,,,,,,,,,
BRAKE-386,3302_Cv control failure bogie 1 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 255,,,,,,,,,,
BRAKE-387,3402_Cv control failure bogie 2 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 256,,,,,,,,,,
BRAKE-388,4300_EB control failure bogie 1 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 257,,,,,,,,,,
BRAKE-389,4400_EB control failure bogie 1 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 258,,,,,,,,,,
BRAKE-390,4500_load control failure bogie 1 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 259,,,,,,,,,,
BRAKE-391,4401_load control failure bogie 2 ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 260,,,,,,,,,,
BRAKE-392,4501_BCU low pressure bogie 1,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 261,,,,,,,,,,
BRAKE-393,4402_BCU low pressure bogie 2,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 262,,,,,,,,,,
BRAKE-394,4301_brake not released bogie 1,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 263,,,,,,,,,,
BRAKE-395,4403_brake not released bogie 2,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 264,,,,,,,,,,
BRAKE-396,4302_ holding brake not release,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 265,,,,,,,,,,
BRAKE-397,4303_WSP not tested ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 266,,,,,,,,,,
BRAKE-398,4600_EBCU in braking ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 267,,,,,,,,,,
BRAKE-399,4700_car type wrong ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 268,,,,,,,,,,
BRAKE-400,4800_PWM incorrect ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 269,,,,,,,,,,
BRAKE-401,5100_RS485 comm error ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 270,,,,,,,,,,
BRAKE-402,5101_RS485 comm error ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 271,,,,,,,,,,
BRAKE-403,5102_RS485 comm error ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 272,,,,,,,,,,
BRAKE-404,6300_MP pressure low ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 273,,,,,,,,,,
BRAKE-405,6700_Compressor failure ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 274,,,,,,,,,,
BRAKE-406,4304_clock battery low ,3,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 275,,,,,,,,,,
BRAKE-407,4305_towing unit failure,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 276,,,,,,,,,,
BRAKE-408,4801_PWM incorrect ,2,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 277,,,,,,,,,,
BRAKE-409,EBCU transmission fault(CS1/2-2) ,1,"Tc1, Mp1, MW1, HMp, HT, MW2, Mp2, Tc2",BR 100,CAB 900,,,,,,,,10s,
CI-200,Multiple CI failure,1,"Mp1, MW1, HMp, MW2, Mp2",CI 900,,,,,,,,,,
CI-210,CI failure,2,"Mp1, MW1, HMp, MW2, Mp2",~CI 000,,,,,,,,,,
CI-211,CI WDT failure,1,"Mp1, MW1, HMp, MW2, Mp2",CI 001,,,,,,,,,,
CI-213,CI bypass,2,"Mp1, MW1, HMp, MW2, Mp2",~CI 004,,,,,,,,,,
CI-218,Loss of Oil flow failure protection,1,"Mp1, HMp, Mp2",~CI 008,~CI 009,CI 210,>,0x60 (19kV),,,,,10s,
CI-300,CI transmission fault (CS2-1),2,"Mp1, MW1, HMp, MW2, Mp2",CI 100,,,,,,,,,,
CI-301,CI Ground fault,2,"Mp1, MW1, HMp, MW2, Mp2",CI 129,,,,,,,,,,
CI-302,CI Over regenerative braking effort,3,"Mp1, MW1, HMp, MW2, Mp2",CI 131,,,,,,,,,,
CI-303,CI Over current of secondary circuit 1,3,"Mp1, MW1, HMp, MW2, Mp2",CI 132,,,,,,,,,,
CI-304,CI Over current of secondary circuit 2,3,"Mp1, MW1, HMp, MW2, Mp2",CI 133,,,,,,,,,,
CI-307,CI Low voltage of control power source,3,"Mp1, MW1, HMp, MW2, Mp2",CI 140,,,,,,,,,,
CI-308,CI Converter IGBT self protection,3,"Mp1, MW1, HMp, MW2, Mp2",CI 146,,,,,,,,,,
CI-310,CI CPU fault,3,"Mp1, MW1, HMp, MW2, Mp2",CI 147,,,,,,,,,,
CI-311,CI Over current of main motor,3,"Mp1, MW1, HMp, MW2, Mp2",CI 148,,,,,,,,,,
CI-312,CI Phase unbalance of motor current,3,"Mp1, MW1, HMp, MW2, Mp2",CI 150,,,,,,,,,,
CI-316,CI Fault of charging circuit,3,"Mp1, MW1, HMp, MW2, Mp2",CI 155,,,,,,,,,,
CI-317,CI level 1or2 fault,3,"Mp1, MW1, HMp, MW2, Mp2",CI 157,,,,,,,,,,
CI-318,CI Regenerative braking effort failure,3,"Mp1, MW1, HMp, MW2, Mp2",CI 158,,,,,,,,,,
CI-319,CI Tractive effort failure,3,"Mp1, MW1, HMp, MW2, Mp2",CI 159,,,,,,,,,2s,~CI1 157
CI-328,CI PWM Fault from hardware,3,"Mp1, MW1, HMp, MW2, Mp2",CI 162,,,,,,,,,,
CI-333,CI Backward speed detects,3,"Mp1, MW1, HMp, MW2, Mp2",CI 163,,,,,,,,,,
CI-336,CI Wheel Slip/Slide while Powering,3,"Mp1, MW1, HMp, MW2, Mp2",CI 127,CI 183,,,,,,,,0.5s,
CI-337,CI Wheel Slip/Slide while Braking,3,"Mp1, MW1, HMp, MW2, Mp2",CI 127,CI 184,,,,,,,,0.5s,
CI-338,CI PB failure,3,"Mp1, MW1, HMp, MW2, Mp2",CI 160,,,,,,,,,,
CI-339,CI PWMF Backup,3,"Mp1, MW1, HMp, MW2, Mp2",CI 161,CEN 905,,,,,,,,5s,
CI-346,CI Over voltage of Primary curcuit,3,"Mp1, MW1, HMp, MW2, Mp2",CI 124,,,,,,,,,,
CI-347,CI Low voltage of primary circuit,3,"Mp1, MW1, HMp, MW2, Mp2",CI 125,,,,,,,,,,
CI-348,CI Ground fault for second detection within 300ms after VCB,2,"Mp1, MW1, HMp, MW2, Mp2",CI 130,,,,,,,,,,
CI-349,CI Over voltage of Filter capacitor 1,3,"Mp1, MW1, HMp, MW2, Mp2",CI 134,,,,,,,,,,
CI-350,CI Over voltage of Filter capacitor 2,3,"Mp1, MW1, HMp, MW2, Mp2",CI 135,,,,,,,,,,
CI-351,CI Over voltage of Filter capacitor 3,3,"Mp1, MW1, HMp, MW2, Mp2",CI 136,,,,,,,,,,
CI-352,CI Over voltage of Filter capacitor 3-2nd time,2,"Mp1, MW1, HMp, MW2, Mp2",CI 137,,,,,,,,,,
CI-353,CI Low voltage of Filter capacitor 1,3,"Mp1, MW1, HMp, MW2, Mp2",CI 138,,,,,,,,,,
CI-354,CI Low voltage of Filter capacitor 2,3,"Mp1, MW1, HMp, MW2, Mp2",CI 139,,,,,,,,,,
CI-355,CI Low voltage of Control Power supply2,2,"Mp1, MW1, HMp, MW2, Mp2",CI 140,,,,,,,,,,
CI-356,CI Low voltage of Gate Power supply,3,"Mp1, MW1, HMp, MW2, Mp2",CI 141,,,,,,,,,,
CI-357,CI Low voltage of Gate Power Supply2nd time,2,"Mp1, MW1, HMp, MW2, Mp2",CI 142,,,,,,,,,,
CI-358,CI Low voltage of Battery Power supply,3,"Mp1, MW1, HMp, MW2, Mp2",CI 143,,,,,,,,,,
CI-359,CI Low voltage of Battery Power Supply2nd time,2,"Mp1, MW1, HMp, MW2, Mp2",CI 144,,,,,,,,,,
CI-360,CI Over current of main motor,3,"Mp1, MW1, HMp, MW2, Mp2",CI 149,,,,,,,,,,
CI-361,CI Phase unbalance of motor Current2nd time,2,"Mp1, MW1, HMp, MW2, Mp2",CI 151,,,,,,,,,,
CI-362,CI Charging circuit fault,3,"Mp1, MW1, HMp, MW2, Mp2",CI 156,,,,,,,,,,
CI-363,CI Contactor K Failure1 (fail to open),3,"Mp1, MW1, HMp, MW2, Mp2",CI 164,,,,,,,,,,
CI-364,CI Contactor K Failure2nd time (fail to open),2,"Mp1, MW1, HMp, MW2, Mp2",CI 165,,,,,,,,,,
CI-365,CI Contactor AK Failure1 (fail to open),3,"Mp1, MW1, HMp, MW2, Mp2",CI 166,,,,,,,,,,
CI-366,CI Contactor AK Failure2nd time (fail to open),2,"Mp1, MW1, HMp, MW2, Mp2",CI 167,,,,,,,,,,
CI-367,CI Converter1 FAN Stop,3,"Mp1, MW1, HMp, MW2, Mp2",CI 168,,,,,,,,,,
CI-368,CI Converter2 FAN Stop,3,"Mp1, MW1, HMp, MW2, Mp2",CI 169,,,,,,,,,,
CI-369,CI Inverter FAN Stop,3,"Mp1, MW1, HMp, MW2, Mp2",CI 170,,,,,,,,,,
CI-370,CI GCU FAN Stop,3,"Mp1, MW1, HMp, MW2, Mp2",CI 171,,,,,,,,,,
CI-371,CI Over Voltage IGBT Fault,3,"Mp1, MW1, HMp, MW2, Mp2",CI 172,,,,,,,,,,
CI-372,CI Over Voltage IGBT Fault 2nd time,2,"Mp1, MW1, HMp, MW2, Mp2",CI 173,,,,,,,,,,
CI-373,CI Calculation speed Fault 1,3,"Mp1, MW1, HMp, MW2, Mp2",CI 174,,,,,,,,,,
CI-374,CI Calculation speed Fault 2nd time,2,"Mp1, MW1, HMp, MW2, Mp2",CI 175,,,,,,,,,,
CI-375,CI Over temperature of converter,3,"Mp1, MW1, HMp, MW2, Mp2",CI 176,,,,,,,,,,
CI-376,CI Over temperature of converter,3,"Mp1, MW1, HMp, MW2, Mp2",CI 177,,,,,,,,,,
CI-377,CI Over temperature of inverter,3,"Mp1, MW1, HMp, MW2, Mp2",CI 178,,,,,,,,,,
CI-378,CI Over temperature of inverter,3,"Mp1, MW1, HMp, MW2, Mp2",CI 179,,,,,,,,,,
CI-379,CI transmission fault (CS2-2),2,"Mp1, MW1, HMp, MW2, Mp2",CI 100,,,,,,,,,,
APS-200,APS failure,2,"Tc1, HT, Tc2",APS 015,,,,,,,,,,
APS-201,BCG failure,2,"Tc1, HT, Tc2",APS 006,,,,,,,,,,
APS-202,Ground fault,2,"Tc1, HT, Tc2",APS 007,,,,,,,,,,
APS-300,APS transmission fault (CS1/2-1) ,2,"Tc1, HT, Tc2",APS 100,,,,,,,,,,
APS-301,Converter over current,1,"Tc1, HT, Tc2",APS 120,,,,,,,,,,
APS-302,Converter over current,2,"Tc1, HT, Tc2",APS 121,,,,,,,,,,
APS-303,Semiconductor Failure of Converter,1,"Tc1, HT, Tc2",APS 122,,,,,,,,,,
APS-304,Semiconductor Failure of Converter,2,"Tc1, HT, Tc2",APS 123,,,,,,,,,,
APS-305,Semiconductor Failure of Inverter,1,"Tc1, HT, Tc2",APS 124,,,,,,,,,,
APS-306,Semiconductor Failure of Inverter,2,"Tc1, HT, Tc2",APS 125,,,,,,,,,,
APS-307, Over Temperature of Converter,1,"Tc1, HT, Tc2",APS 126,,,,,,,,,,
APS-308, Over Temperature of Converter,2,"Tc1, HT, Tc2",APS 127,,,,,,,,,,
APS-309,Over Temperature of Inverter,1,"Tc1, HT, Tc2",APS 128,,,,,,,,,,
APS-310,Over Temperature of Inverter,2,"Tc1, HT, Tc2",APS 129,,,,,,,,,,
APS-311,AC output Over Voltage,1,"Tc1, HT, Tc2",APS 130,,,,,,,,,,
APS-312,AC output Over Voltage,2,"Tc1, HT, Tc2",APS 131,,,,,,,,,,
APS-313,AC output Over Voltage,1,"Tc1, HT, Tc2",APS 132,,,,,,,,,,
APS-314,AC output Over Voltage,2,"Tc1, HT, Tc2",APS 133,,,,,,,,,,
APS-315,AC output Over load Current,1,"Tc1, HT, Tc2",APS 134,,,,,,,,,,
APS-316,AC output Over load Current,2,"Tc1, HT, Tc2",APS 135,,,,,,,,,,
APS-317,AC output Short Circuit,1,"Tc1, HT, Tc2",APS 136,,,,,,,,,,
APS-318,AC output Short Circuit,2,"Tc1, HT, Tc2",APS 137,,,,,,,,,,
APS-319,Over Current of Inverter,1,"Tc1, HT, Tc2",APS 138,,,,,,,,,,
APS-320,Over Current of Inverter,2,"Tc1, HT, Tc2",APS 139,,,,,,,,,,
APS-321,Over Voltage of Filter Capacitor,1,"Tc1, HT, Tc2",APS 140,,,,,,,,,,
APS-322,Over Voltage of Filter Capacitor,2,"Tc1, HT, Tc2",APS 141,,,,,,,,,,
APS-323,Charging Failure of Filter Capacitor ,1,"Tc1, HT, Tc2",APS 142,,,,,,,,,,
APS-324,Ground Fault Detector ,1,"Tc1, HT, Tc2",APS 143,,,,,,,,,,
APS-325,Control Power Low Voltage,1,"Tc1, HT, Tc2",APS 144,,,,,,,,,,
APS-326,Control Power Low Voltage,2,"Tc1, HT, Tc2",APS 145,,,,,,,,,,
APS-327,IVK1 Close Failure (fail to open),1,"Tc1, HT, Tc2",APS 146,,,,,,,,,,
APS-328,IVK1 Open Failure (fail to close),1,"Tc1, HT, Tc2",APS 147,,,,,,,,,,
